packet_length,protocol_encoding,source_ip_event_rate,destination_port_class,threat_score,malicious_flag_ratio,attack_type_frequency,time_of_day_deviation,burst_rate,packet_size_variance,honeypot_interaction_count,session_duration_estimate,unique_destination_count,rolling_average_deviation,z_score_anomaly,label
228,2,2.0,1,0.2167,0.0,10,0,2.0,90733.43333333333,4,489679.0,7,-112.89999999999998,-0.37480922335780975,0
473,1,3.0,2,0.2594,0.0,6,0,3.0,34527.76666666667,4,547134.0,4,187.16666666666669,1.007266202052531,0
335,1,3.0,2,0.1143,0.0,10,0,3.0,21203.37777777778,4,571339.0,6,59.60000000000002,0.4093018750078286,0
869,1,8.0,1,0.5765,1.0,8,0,8.0,177514.57142857142,3,406.0,5,-546.0,-1.2959123794599594,1
273,1,4.0,1,0.7405,1.0,7,0,3.0,2555942.564102564,4,243118.0,7,-1167.6923076923076,-0.7303867299066632,1
164,2,12.0,2,0.0604,0.0,12,0,12.0,89081.11363636363,4,540510.0,6,-211.75,-0.7094643871881363,0
211,2,2.0,2,0.2925,0.0,6,0,2.0,19329.066666666666,4,294040.0,6,-86.33333333333331,-0.6209735004183097,0
707,1,5.0,2,0.8012,1.0,7,1,4.0,230164.26666666666,4,60018.0,8,-234.60000000000002,-0.48900022385714054,1
266,1,8.0,2,0.147,0.0,11,1,8.0,88246.96363636364,4,478676.0,6,-123.18181818181819,-0.414664373963649,0
483,2,4.0,2,0.226,0.0,10,0,4.0,138520.7111111111,3,442472.0,8,83.60000000000002,0.22462025774459993,0
939,1,4.0,2,0.4243,1.0,11,0,4.0,278006.8625,4,260183.0,8,58.0625,0.1101204489019939,1
270,2,6.0,2,0.277,0.0,10,0,6.0,151336.72222222222,3,405878.0,7,-246.5,-0.6336431756991373,0
1167,1,3.0,1,0.2929,0.0,6,0,3.0,158148.16666666666,4,471574.0,5,779.8333333333333,1.9609644204794345,0
253,2,4.0,1,0.2398,0.0,6,0,4.0,11964.4,3,322779.0,6,-2.0,-0.0182845608275163,0
224,2,7.0,2,0.1143,0.0,7,0,7.0,12148.904761904761,4,550756.0,6,32.28571428571428,0.29291515050935246,0
1475,1,9.0,1,0.4133,0.0,11,1,9.0,162325.29090909092,4,498181.0,8,1130.909090909091,2.8069495063349974,0
3927,1,4.0,1,0.8474,1.0,4,0,4.0,2939751.6964285714,4,285283.0,5,1420.625,0.8285603147971622,1
1427,1,5.0,2,0.4642,1.0,15,0,5.0,344003.3852813853,4,388291.0,9,508.3636363636364,0.8667485411843512,1
472,1,2.0,2,0.1115,0.0,12,1,2.0,18184.386363636364,4,553060.0,8,210.25,1.5591456211405192,0
309,1,4.0,2,0.2751,1.0,8,0,4.0,328200.6964285714,4,541.0,8,-592.875,-1.0348880891000147,1
271,1,4.0,2,0.0086,0.0,9,1,4.0,16759.694444444445,4,513254.0,5,-2.2222222222222285,-0.017165420152409537,0
345,1,1.0,2,0.2307,0.0,5,0,1.0,109088.3,3,375463.0,3,-40.60000000000002,-0.12292407435220332,0
3285,1,16.0,1,0.7274,1.0,8,0,16.0,1678639.7958333334,4,98689.0,9,1702.0625,1.313701651872015,1
2990,1,7.0,1,0.3159,1.0,7,0,7.0,2380893.2564102565,4,405568.0,7,1168.6153846153845,0.7573587319271583,1
286,1,2.0,2,0.686,1.0,13,0,2.0,7385.24358974359,4,370050.0,8,38.076923076923066,0.4430772325456809,1
1380,2,8.0,2,0.5085,0.0,8,0,8.0,194184.8392857143,3,500517.0,6,840.375,1.90706486206303,0
302,1,2.0,1,0.0841,0.0,7,0,2.0,28810.47619047619,4,547134.0,5,13.857142857142833,0.08163915031092456,0
376,2,2.0,1,0.1592,0.0,10,0,2.0,99586.23333333334,4,582526.0,5,29.69999999999999,0.09411455566317715,0
1078,2,5.0,1,0.5976,0.0,7,0,5.0,106731.61904761905,3,322779.0,7,705.4285714285714,2.1592677426146567,0
380,2,4.0,2,0.0797,0.0,12,0,4.0,103223.29545454546,4,565646.0,7,58.75,0.18286012442122263,0
301,1,3.0,1,0.708,1.0,7,0,3.0,8362.666666666666,4,435069.0,5,40.0,0.4374088826398532,1
226,1,7.0,2,0.1483,0.0,7,1,7.0,19195.47619047619,4,363662.0,4,-82.14285714285717,-0.5928848589641645,0
177,1,9.0,2,0.0946,0.0,11,0,9.0,69546.6909090909,4,568542.0,8,-250.09090909090907,-0.9483303938848283,0
323,2,2.0,2,0.2463,0.0,5,0,2.0,262654.2,2,327159.0,5,-218.20000000000005,-0.4257577590579116,0
925,1,5.0,1,0.8311,1.0,6,1,4.0,744659.8333333334,4,160690.0,6,-309.5,-0.3586589634090394,1
628,1,6.0,2,0.5608,0.0,9,1,6.0,58145.944444444445,4,530136.0,6,242.77777777777777,1.0068139338641222,0
148,2,1.0,2,0.2804,0.0,8,1,1.0,97788.28571428571,3,569540.0,7,-196.5,-0.6283753473912489,0
144,2,1.0,2,0.2024,0.0,7,0,1.0,163445.14285714287,3,323100.0,4,-337.14285714285717,-0.833926842997401,0
267,1,1.0,2,0.2046,0.0,4,0,1.0,79170.91666666667,3,330968.0,4,-176.25,-0.6263921247725422,0
1009,1,7.0,1,0.3965,1.0,13,0,7.0,390504.81045751635,4,239931.0,8,204.8888888888889,0.3278726668910486,1
116,1,2.0,2,0.1654,0.0,5,0,2.0,11010.2,4,539019.0,5,-67.80000000000001,-0.6461481271558605,0
497,2,3.0,1,0.2736,0.0,7,1,3.0,18893.666666666668,4,299614.0,6,144.0,1.0476214152375187,0
341,1,5.0,2,0.2071,0.0,8,1,5.0,26739.553571428572,3,392398.0,4,17.125,0.10472575597259419,0
294,2,13.0,1,0.2631,0.0,13,0,13.0,16749.02564102564,4,563449.0,8,29.769230769230774,0.23002383456837608,0
313,1,7.0,1,0.1615,0.0,7,1,7.0,17041.666666666668,4,486989.0,4,40.0,0.3064107220094414,0
576,1,2.0,1,0.5775,0.0,10,1,2.0,85402.67777777778,4,564539.0,6,91.69999999999999,0.31378602066173333,0
352,2,4.0,1,0.332,0.0,9,0,4.0,15006.277777777777,3,566452.0,5,79.44444444444446,0.6485254768613294,0
482,1,3.0,1,0.2,0.0,5,1,3.0,14619.3,3,427114.0,3,102.60000000000002,0.8485629616928296,0
320,1,1.0,2,0.2841,0.0,15,0,1.0,18705.980952380953,4,580211.0,9,17.133333333333326,0.12527131040036893,0
457,1,6.0,1,0.3376,1.0,8,1,5.0,228496.67272727273,4,60018.0,8,-440.5454545454545,-0.9216176522168764,1
1227,1,7.0,2,0.3169,0.0,8,0,7.0,94825.35714285714,4,520965.0,6,734.75,2.386037973921795,0
471,1,8.0,2,0.1035,0.0,8,0,8.0,14867.42857142857,4,389806.0,4,104.0,0.8529339650182082,0
1741,1,5.0,2,0.5931,1.0,7,0,5.0,430748.5,4,329804.0,6,937.3333333333334,1.4281774604492488,1
716,1,6.0,1,0.2197,1.0,9,0,6.0,1617935.4338235294,4,98689.0,9,-815.9411764705883,-0.641472816497867,1
998,1,2.0,1,0.4825,1.0,9,0,1.0,325966.57692307694,4,135364.0,7,218.9230769230769,0.38344670265133535,1
80,1,13.0,1,0.342,1.0,9,0,12.0,313555.0661764706,4,175284.0,8,-303.7647058823529,-0.5424758402026866,1
299,1,8.0,1,0.1105,0.0,8,0,8.0,11852.125,4,554767.0,6,93.875,0.8622869995610449,0
106,2,7.0,1,0.0656,0.0,9,1,7.0,45734.27777777778,3,533559.0,6,-178.44444444444446,-0.8344150311930261,0
297,1,5.0,2,0.254,0.0,8,0,5.0,19808.571428571428,4,467107.0,7,26.5,0.18828654919285193,0
441,1,7.0,2,0.2437,0.0,8,1,7.0,271119.83928571426,4,429009.0,7,-149.875,-0.2878382773912108,0
121,2,2.0,2,0.5961,0.0,8,1,2.0,35623.982142857145,4,586295.0,6,-191.375,-1.013944004351104,0
206,1,6.0,1,0.2388,0.0,8,1,6.0,37606.78571428572,4,484809.0,7,-225.75,-1.1641116921804142,0
817,1,7.0,2,0.5898,1.0,9,0,6.0,287976.02777777775,4,541.0,8,-75.44444444444446,-0.14058827310529784,1
53,1,3.0,2,0.4718,1.0,7,1,3.0,439237.6,4,329804.0,6,-675.6,-1.019388866330072,1
318,1,23.0,2,0.261,1.0,15,0,22.0,344052.26086956525,4,388291.0,9,-574.5217391304348,-0.9794770361695264,1
267,1,8.0,1,0.2478,0.0,12,0,8.0,97963.09090909091,4,526838.0,8,-157.0,-0.5016125719308416,0
285,1,12.0,2,0.3325,1.0,7,0,12.0,2366353.1703296704,4,405568.0,7,-1426.642857142857,-0.9274179242282111,1
865,1,9.0,1,0.7433,1.0,6,1,8.0,297358.84444444446,4,446997.0,4,-206.79999999999995,-0.3792364776767274,1
135,2,2.0,2,0.0323,0.0,6,0,2.0,9205.066666666668,4,539019.0,6,-40.66666666666666,-0.4238626088570159,0
346,1,2.0,2,0.0539,0.0,8,0,2.0,158968.125,4,497978.0,6,-184.875,-0.46368512191974404,0
259,2,9.0,2,0.2893,0.0,9,0,9.0,20577.944444444445,4,293169.0,6,24.22222222222223,0.1688546360117429,0
332,1,3.0,2,0.0588,0.0,8,0,3.0,6828.785714285715,4,576244.0,5,104.25,1.2615495738083087,0
485,1,2.0,1,0.756,1.0,2,1,2.0,504882.6666666667,2,344813.0,4,-56.0,-0.07881208126860514,1
4926,1,6.0,1,0.8304,1.0,4,0,5.0,1904516.2857142857,4,401977.0,6,2369.5,1.716976565637851,1
396,1,4.0,2,0.2838,0.0,10,0,4.0,41897.15555555555,3,533559.0,7,100.39999999999998,0.49050274616148154,0
262,1,2.0,2,0.1052,0.0,12,1,2.0,65495.51515151515,4,568542.0,8,-151.33333333333331,-0.5913285080724453,0
3040,1,7.0,2,0.4861,1.0,6,1,7.0,1270723.9047619049,3,177160.0,5,2556.285714285714,2.2676905645081313,1
1411,1,7.0,2,0.493,1.0,9,1,7.0,229693.87878787878,4,60018.0,9,470.66666666666663,0.9820616030024807,1
900,2,6.0,1,0.3653,0.0,10,0,6.0,53978.23333333333,4,531630.0,8,563.3,2.4245459432668794,0
147,1,1.0,1,0.7622,1.0,8,0,1.0,11449.92857142857,4,512.0,5,-86.75,-0.8107147876965195,1
256,1,6.0,1,0.1876,0.0,12,0,6.0,18867.477272727272,2,538628.0,7,-32.25,-0.23478632669736452,0
201,1,8.0,2,0.3553,1.0,8,0,8.0,7618.0,4,435322.0,6,-52.5,-0.6015044148130942,1
137,1,2.0,2,0.2058,0.0,8,0,2.0,6561.410714285715,4,553260.0,5,-72.375,-0.893490552995623,0
379,2,1.0,2,0.162,0.0,8,0,1.0,141399.98214285713,3,366316.0,5,-89.375,-0.2376793097221246,0
450,1,8.0,1,0.1138,0.0,9,0,8.0,30267.75,4,576880.0,6,144.0,0.8276989856961989,0
235,1,6.0,2,0.0162,0.0,6,0,6.0,225749.76666666666,2,357446.0,6,-255.16666666666669,-0.537044514880847,0
77,1,7.0,3,0.7831,1.0,6,0,7.0,1893481.7777777778,4,174936.0,6,-1543.5555555555557,-1.1217386920294719,1
150,1,13.0,1,0.4465,1.0,7,0,12.0,2359909.838095238,4,405568.0,7,-1457.5333333333333,-0.9487915110065571,1
488,2,2.0,1,0.0015,0.0,8,0,2.0,21329.696428571428,3,285563.0,6,236.625,1.620198738675466,0
177,1,3.0,2,0.3702,1.0,8,0,3.0,482537.05454545456,4,215982.0,5,-725.6363636363636,-1.0446088570874306,1
117,1,1.0,1,0.0261,0.0,8,1,1.0,39703.71428571428,4,547630.0,5,-240.5,-1.2069784393872995,0
94,2,6.0,2,0.0403,0.0,9,0,6.0,276082.75,4,414709.0,6,-451.66666666666663,-0.8596039537890493,0
389,1,6.0,2,0.064,0.0,9,0,6.0,23868.36111111111,4,392398.0,4,57.888888888888914,0.37470019056556847,0
358,1,5.0,1,0.504,0.0,11,1,5.0,81686.67272727273,4,489679.0,7,15.545454545454561,0.05439109747820016,0
400,1,2.0,1,0.2567,0.0,13,0,2.0,60051.230769230766,4,568542.0,9,-12.30769230769232,-0.050224506016150354,0
50,1,3.0,2,0.8215,1.0,8,1,3.0,391665.75,3,202692.0,5,-221.33333333333331,-0.3536625116780563,1
477,2,4.0,2,0.2817,0.0,7,0,4.0,21883.14285714286,4,444340.0,7,274.1428571428571,1.8531991270746497,0
689,1,4.0,2,0.3384,1.0,7,1,4.0,697245.6909090909,4,160690.0,7,-495.909090909091,-0.5938942907214803,1
255,1,8.0,2,0.2364,0.0,11,1,8.0,126564.21818181819,3,442472.0,8,-131.27272727272725,-0.3689937734069793,0
461,1,7.0,2,0.0436,0.0,7,0,7.0,25630.238095238095,3,338024.0,3,197.28571428571428,1.2323081429175808,0
1047,2,8.0,1,0.2308,0.0,8,0,8.0,244956.0,4,543502.0,5,499.5,1.0092330210828766,0
238,1,25.0,2,0.4284,1.0,9,0,25.0,310988.0833333333,4,555603.0,10,-392.0,-0.7029334222874292,1
741,2,3.0,1,0.4091,0.0,9,0,3.0,45300.444444444445,3,285563.0,7,435.22222222222223,2.0448423479381845,0
1144,1,2.0,1,0.5046,0.0,9,1,2.0,156587.0,3,569540.0,8,710.6666666666667,1.7959245771545758,0
204,1,2.0,1,0.2065,1.0,3,0,1.0,13727.07142857143,3,306598.0,6,15.25,0.13016100610829054,1
58,1,8.0,2,0.6709,1.0,6,0,8.0,1927252.9,4,174936.0,6,-1406.3,-1.0129980814629889,1
81,1,6.0,2,0.0924,0.0,9,1,6.0,266115.69444444444,4,429009.0,7,-453.2222222222222,-0.8785691547049088,0
333,1,5.0,2,0.2017,0.0,11,0,5.0,13849.218181818182,4,519423.0,5,74.72727272727275,0.6349894411930187,0
407,1,6.0,1,0.0695,0.0,10,0,6.0,60843.066666666666,3,387334.0,6,108.19999999999999,0.4386536151713118,0
161,1,1.0,1,0.1144,0.0,7,1,1.0,258323.66666666666,3,393804.0,4,-343.0,-0.6748574115042807,0
1267,1,15.0,2,0.344,1.0,12,0,15.0,269398.7426470588,4,260183.0,8,363.3529411764706,0.7000529624087769,1
437,1,2.0,2,0.095,0.0,10,0,2.0,16043.111111111111,3,566452.0,5,148.0,1.168469605008935,0
320,1,6.0,1,0.2893,0.0,7,0,6.0,10481.142857142857,3,494845.0,6,8.142857142857167,0.0795376024134046,0
77,1,2.0,2,0.4297,1.0,6,0,2.0,44.166666666666664,4,502.0,4,12.166666666666671,1.8307299984006455,1
399,1,2.0,2,0.1729,0.0,13,0,2.0,89847.57692307692,4,526838.0,8,-23.076923076923094,-0.07698829784495316,0
1049,1,10.0,2,0.8407,1.0,7,1,10.0,267670.2181818182,4,446997.0,5,-20.727272727272748,-0.04006287715649322,1
340,1,10.0,1,0.2688,0.0,12,1,10.0,13146.810606060606,4,519423.0,5,74.91666666666669,0.6533836195562526,0
245,1,4.0,2,0.0918,0.0,6,0,4.0,27049.366666666665,3,244673.0,5,-49.833333333333314,-0.30299913413361823,0
63,1,2.0,1,0.2766,0.0,7,0,2.0,98822.28571428571,3,529898.0,6,-286.42857142857144,-0.9111479231547736,0
480,2,6.0,2,0.0913,0.0,8,0,6.0,29960.125,3,499605.0,5,236.125,1.3641752327061085,0
133,1,14.0,1,0.6153,1.0,9,0,14.0,330707.6098901099,4,135438.0,7,-599.9285714285714,-1.0432237155825281,1
148,1,3.0,2,0.2107,0.0,9,0,3.0,38456.5,4,503728.0,6,-186.33333333333331,-0.950179541497811,0
1408,1,7.0,2,0.238,0.0,8,0,7.0,181454.69642857142,4,547134.0,5,979.875,2.3003110777172,0
722,1,4.0,1,0.4308,1.0,7,0,4.0,253412.75,4,446997.0,5,-318.75,-0.6331927921943693,1
266,1,1.0,1,0.2424,0.0,4,0,1.0,446982.0,3,188707.0,3,-233.0,-0.3485065170747078,0
487,1,4.0,2,0.2493,0.0,8,0,4.0,20331.64285714286,4,486989.0,4,187.25,1.313214260540518,0
741,1,14.0,2,0.3594,1.0,7,0,14.0,2249512.5166666666,4,405568.0,7,-812.375,-0.5416420123904399,1
326,1,9.0,1,0.0119,0.0,15,0,9.0,103785.97142857143,3,511704.0,7,-11.600000000000023,-0.036007142869307625,0
298,1,6.0,2,0.3284,1.0,6,0,6.0,2847.0666666666666,2,394.0,5,-0.3333333333333144,-0.006247121130939863,1
490,1,7.0,2,0.1705,0.0,8,0,7.0,103920.26785714286,3,388918.0,5,47.625,0.14773549782384696,0
578,1,4.0,2,0.3319,0.0,10,1,4.0,22068.544444444444,4,471716.0,7,306.9,2.0659035578074603,0
3380,1,2.0,1,0.5684,1.0,3,1,2.0,1430897.3333333333,2,307.0,2,151.33333333333348,0.1265116036884636,1
350,1,2.0,2,0.1169,0.0,9,0,2.0,34747.0,4,547630.0,5,-6.666666666666686,-0.035764329203036335,0
1706,1,6.0,2,0.5096,1.0,6,1,6.0,677944.2857142857,4,126742.0,6,165.0,0.20039502796340214,1
341,1,11.0,2,0.2962,0.0,12,1,11.0,146962.99242424243,4,424196.0,7,-92.08333333333331,-0.24020223208692032,0
477,1,1.0,2,0.1756,0.0,11,0,1.0,118645.6,4,389006.0,8,65.0,0.1887067948027165,0
1265,1,1.0,1,0.3751,0.0,8,1,1.0,293810.41071428574,3,405750.0,4,665.875,1.2284546247924448,0
320,2,12.0,1,0.2821,0.0,12,0,12.0,150283.17424242425,4,530841.0,7,36.083333333333314,0.09307894894062457,0
948,1,3.0,1,0.3662,1.0,5,0,3.0,149842.2857142857,4,105160.0,6,-413.57142857142867,-1.0683986570370239,1
1655,1,12.0,1,0.7205,1.0,16,1,10.0,353317.34601449274,4,388291.0,9,730.7083333333334,1.2293104699882078,1
205,1,9.0,1,0.4306,1.0,4,0,9.0,303355.2727272727,4,539119.0,7,-155.45454545454544,-0.282245906052667,1
405,1,5.0,1,0.3958,0.0,8,0,5.0,15207.267857142857,4,467183.0,7,115.875,0.939645740424475,0
245,1,2.0,1,0.6433,1.0,4,0,1.0,5175.0,3,460.0,4,16.5,0.22936585546278224,1
346,1,8.0,2,0.5025,1.0,5,0,8.0,257476.69444444444,4,36182.0,6,-174.77777777777783,-0.34444291083588807,1
458,1,6.0,1,0.0669,0.0,11,0,6.0,40105.05454545454,3,533559.0,7,147.63636363636363,0.7372143565027622,0
455,2,3.0,2,0.0808,0.0,7,0,3.0,40811.619047619046,3,529794.0,5,138.57142857142856,0.6859331343689483,0
384,1,3.0,1,0.3826,1.0,3,1,3.0,13989.0,2,393.0,3,107.0,0.9046705286780234,1
173,1,3.0,1,0.363,1.0,4,0,3.0,12038.75,4,306598.0,7,-14.0,-0.1275960816235585,1
180,1,1.0,2,0.0183,0.0,5,0,1.0,73238.3,3,533047.0,4,-210.60000000000002,-0.778196439394501,0
436,1,6.0,2,0.0139,0.0,6,0,6.0,18287.866666666665,4,577846.0,5,151.33333333333331,1.119059232942397,0
295,1,2.0,2,0.2637,0.0,11,0,2.0,14442.072727272727,3,566452.0,5,5.454545454545439,0.04538828794552952,0
356,1,9.0,2,0.1189,0.0,9,1,9.0,125128.11111111111,3,463167.0,6,-99.88888888888891,-0.2823837738558822,0
2636,1,17.0,1,0.4729,1.0,7,1,15.0,2299631.232026144,4,518231.0,9,1403.0555555555557,0.92522161159158,1
350,1,9.0,2,0.226,0.0,11,0,9.0,78502.09090909091,4,564539.0,6,-122.09090909090907,-0.43575533740662736,0
240,1,11.0,2,0.1834,0.0,11,0,11.0,19949.618181818183,4,482536.0,8,-28.272727272727252,-0.20017065479135907,0
363,1,8.0,1,0.2055,0.0,12,1,8.0,115103.51515151515,3,442472.0,8,-21.333333333333314,-0.06288027405941274,0
244,2,1.0,2,0.1068,0.0,2,0,1.0,23112.5,1,186013.0,1,-107.5,-0.7071067811865475,0
2961,1,9.0,1,0.5397,1.0,5,0,9.0,1684631.7777777778,4,402014.0,6,359.55555555555566,0.27702152081293246,1
267,1,6.0,2,0.0558,0.0,13,0,6.0,106570.56410256411,3,442472.0,8,-108.30769230769232,-0.33177271762328303,0
47,1,1.0,1,0.0448,0.0,8,1,1.0,200036.26785714287,4,473394.0,6,-286.375,-0.6402959142863237,0
623,1,4.0,2,0.2854,0.0,9,1,4.0,31138.75,4,467107.0,7,313.3333333333333,1.7756444633132011,0
283,2,9.0,2,0.0428,0.0,10,0,9.0,141448.45555555556,3,569540.0,8,-135.3,-0.35974825139847316,0
399,1,8.0,2,0.2892,0.0,9,0,8.0,39419.36111111111,4,421330.0,6,26.888888888888914,0.1354309939868706,0
306,1,1.0,2,0.4892,1.0,3,0,1.0,1378.7,3,152809.0,5,-41.19999999999999,-1.1095894741049328,1
439,2,5.0,1,0.2033,0.0,7,1,5.0,42266.142857142855,3,388308.0,6,48.85714285714283,0.23764668344964326,0
204,1,5.0,2,0.2168,0.0,9,0,5.0,164354.19444444444,4,547134.0,5,-199.22222222222223,-0.49141384051200643,0
394,2,5.0,2,0.2189,0.0,7,0,5.0,131796.80952380953,4,471574.0,5,5.857142857142833,0.01613367737506838,0
100,1,7.0,2,0.2243,0.0,8,1,7.0,91730.41071428571,4,426678.0,7,-250.875,-0.8283248995150444,0
236,1,10.0,1,0.4562,1.0,4,0,10.0,10941.211111111112,4,306612.0,8,44.099999999999994,0.42160513379378084,1
419,1,10.0,2,0.1956,0.0,11,1,10.0,103380.21818181819,4,476028.0,7,61.27272727272725,0.190567347539418,0
444,1,8.0,2,0.1188,0.0,8,1,8.0,18760.410714285714,4,527878.0,4,118.875,0.867899341693251,0
246,1,10.0,2,0.0847,0.0,12,0,10.0,75625.29545454546,4,564539.0,7,-207.25,-0.7536348914734755,0
391,1,7.0,2,0.2258,0.0,14,0,7.0,98390.41758241758,3,442472.0,8,14.571428571428555,0.046454279633237054,0
156,1,3.0,2,0.1434,0.0,10,0,3.0,152774.84444444443,3,447707.0,8,-254.8,-0.6518887684911313,0
4371,1,10.0,1,0.3349,1.0,6,0,10.0,1810583.1555555556,4,402176.0,6,1592.6,1.1835796066397477,1
310,1,9.0,1,0.2589,1.0,5,0,8.0,275989.6590909091,4,539119.0,7,-46.25,-0.08803701970404089,1
146,2,4.0,2,0.213,0.0,4,1,4.0,193987.33333333334,2,318753.0,4,-184.0,-0.4177641190217344,0
73,1,5.0,2,0.2909,0.0,8,0,5.0,48800.57142857143,4,388308.0,6,-277.5,-1.2561761217003404,0
443,1,9.0,2,0.1903,0.0,9,0,9.0,18598.777777777777,4,480054.0,7,155.55555555555554,1.1406261487734886,0
1449,1,8.0,1,0.4855,0.0,9,0,8.0,174717.25,4,586295.0,6,1010.3333333333333,2.4171120805693267,0
117,1,12.0,1,0.3676,1.0,7,0,12.0,2230281.1102941176,4,405568.0,7,-1351.8823529411766,-0.9052303283509334,1
460,1,4.0,2,0.0925,0.0,12,0,4.0,94853.65909090909,4,476028.0,7,93.75,0.3043997082955508,0
44,1,7.0,2,0.2555,0.0,8,0,7.0,10992.982142857143,4,536684.0,7,-124.125,-1.1838631438088614,0
222,1,4.0,2,0.1414,0.0,9,0,4.0,272886.69444444444,3,405750.0,5,-335.2222222222222,-0.6417141569396458,0
1134,1,6.0,1,0.4209,0.0,7,0,6.0,86473.95238095238,4,510497.0,5,644.5714285714286,2.1919386588845673,0
1834,1,2.0,1,0.6458,1.0,8,1,2.0,668969.6363636364,4,160690.0,7,595.0,0.727467779551315,1
79,1,6.0,2,0.2966,0.0,14,1,6.0,17911.384615384617,4,563449.0,9,-172.0,-1.2851797296103076,0
239,2,1.0,2,0.0286,0.0,6,0,1.0,23389.9,3,494646.0,6,3.5,0.022885155189501686,0
242,1,2.0,1,0.2456,1.0,8,0,2.0,475040.0833333333,4,215982.0,5,-605.5833333333334,-0.8786355801180201,1
73,1,3.0,3,0.725,1.0,5,1,2.0,163.2,3,469.0,4,5.200000000000003,0.4070457892053474,1
375,1,4.0,2,0.6635,1.0,8,0,4.0,452633.0256410256,4,215982.0,6,-436.2307692307693,-0.64840025323603,1
294,1,7.0,1,0.4573,1.0,8,0,6.0,412484.4909090909,4,329804.0,7,-395.0909090909091,-0.6151672757257931,1
484,1,4.0,2,0.21,0.0,10,0,4.0,15831.155555555555,4,515241.0,6,200.60000000000002,1.594316792976574,0
449,1,4.0,1,0.0379,0.0,5,0,4.0,38877.8,3,397359.0,4,135.39999999999998,0.6867012274966027,0
494,2,6.0,1,0.0402,0.0,9,0,6.0,82972.52777777778,4,520965.0,7,1.555555555555543,0.005400305956526112,0
3908,1,1.0,2,0.5799,1.0,4,1,1.0,1069305.0,2,410.0,3,509.5,0.49271228353363083,1
1849,1,4.0,1,0.8192,1.0,3,0,4.0,428718.56666666665,3,328122.0,6,1038.1666666666665,1.5855536234537715,1
1340,1,4.0,1,0.304,1.0,8,0,4.0,2100010.918300654,4,405568.0,7,-121.72222222222217,-0.08399609500659423,1
2817,1,4.0,2,0.4187,1.0,4,0,3.0,1706762.25,2,415.0,3,-359.25,-0.2749857966045293,1
4456,1,7.0,2,0.4362,1.0,6,1,7.0,3061573.6428571427,3,177160.0,6,3475.75,1.986443313490253,1
65,1,10.0,1,0.0074,0.0,10,1,10.0,28297.833333333332,4,532676.0,5,-239.5,-1.4237342264341781,0
1935,1,2.0,2,0.7827,1.0,4,0,2.0,537801.2857142857,3,328122.0,7,963.5714285714286,1.3139323212440595,1
430,1,8.0,1,0.4524,0.0,8,0,8.0,20267.928571428572,4,434784.0,6,14.25,0.10009449246763129,0
1347,1,4.0,1,0.7743,1.0,7,0,4.0,479732.75,4,121602.0,6,331.0,0.4778904039966903,1
453,1,7.0,2,0.2066,0.0,8,0,7.0,11474.0,4,494845.0,7,123.5,1.1529475076417723,0
424,1,1.0,2,0.0946,0.0,7,0,1.0,72448.95238095238,4,460116.0,5,-40.428571428571445,-0.15020083276563176,0
391,1,6.0,2,0.137,0.0,13,0,6.0,18107.30769230769,3,538628.0,8,94.84615384615387,0.7048436370857869,0
479,1,5.0,2,0.2755,0.0,10,0,5.0,29897.566666666666,4,576880.0,7,155.7,0.900472991137108,0
274,1,7.0,2,0.1945,0.0,9,0,7.0,177751.36111111112,3,500517.0,6,-236.1111111111111,-0.5600282788849833,0
480,2,9.0,2,0.2059,0.0,11,0,9.0,29140.072727272727,4,576880.0,7,142.45454545454544,0.83450894394411,0
227,1,3.0,2,0.5076,1.0,9,0,2.0,10023.75,4,512.0,5,-6.0,-0.0599288766633993,1
1964,1,6.0,1,0.7199,1.0,10,0,6.0,1533133.5849673203,4,98689.0,9,408.05555555555566,0.3295560556618984,1
272,1,8.0,1,0.2789,0.0,13,1,8.0,136712.0641025641,4,424196.0,8,-148.69230769230768,-0.40214722990854035,0
224,1,2.0,2,0.617,1.0,8,1,2.0,6372.285714285715,4,466452.0,6,-70.0,-0.8769007065360572,1
268,2,7.0,2,0.0127,0.0,7,0,7.0,179036.95238095237,4,335715.0,4,-229.42857142857144,-0.5422207865403702,0
381,1,5.0,1,0.1523,0.0,7,1,5.0,16565.619047619046,4,577846.0,5,82.57142857142856,0.6415432848227068,0
381,1,4.0,1,0.2338,0.0,11,0,4.0,141408.85454545455,3,583314.0,8,-97.63636363636363,-0.25964101248669547,0
329,1,5.0,2,0.2175,0.0,5,1,5.0,126253.7,3,518711.0,5,-174.2,-0.490259585218859,0
183,1,2.0,2,0.2476,0.0,15,0,2.0,190949.54285714286,4,518292.0,6,-288.6,-0.6604455453782087,0
463,2,15.0,2,0.1644,0.0,15,0,15.0,45778.114285714284,4,333932.0,8,185.60000000000002,0.8674591300693981,0
261,1,9.0,1,0.1509,0.0,11,0,9.0,58305.454545454544,4,459127.0,6,-67.63636363636363,-0.2801080935480472,0
175,2,10.0,2,0.0503,0.0,13,0,10.0,96266.66666666667,4,565646.0,8,-135.0,-0.4351067306259593,0
424,1,11.0,1,0.0048,0.0,11,0,11.0,26766.254545454547,4,566163.0,6,108.63636363636363,0.6640203943444875,0
316,1,9.0,2,0.741,1.0,10,0,7.0,9598.9,4,512.0,6,74.69999999999999,0.762447365572959,1
